color,director_name,movie_facebook_likes,plot_keywords,genres,actor_1_name,imdb_score,movie_title,combine
Color,Genndy Tartakovsky,28000,dracula hotel invisible man monster transylvania,Animation Comedy Family Fantasy,Steve Buscemi,7.1,hotel transylvania,Color Genndy Tartakovsky Steve Buscemi Animation Comedy Family Fantasy dracula hotel invisible man monster transylvania
Color,Kevin Lima,0,fairy tale lawyer love new york prince,Animation Comedy Family Fantasy Musical Romance,Jeff Bennett,7.1,enchanted,Color Kevin Lima Jeff Bennett Animation Comedy Family Fantasy Musical Romance fairy tale lawyer love new york prince
Color,unknown,59000,blood cannibalism fbi manipulation psychiatrist,Crime Drama Horror Mystery Thriller,Caroline Dhavernas,8.6,hannibal            ,Color unknown Caroline Dhavernas Crime Drama Horror Mystery Thriller blood cannibalism fbi manipulation psychiatrist
Color,Daniel Espinosa,19000,cia cia agent consulate on the run safe house,Action Crime Mystery Thriller,Denzel Washington,6.8,safe house,Color Daniel Espinosa Denzel Washington Action Crime Mystery Thriller cia cia agent consulate on the run safe house
Color,Kevin Lima,372,dog parole parole officer prison puppy,Adventure Comedy Family,Ioan Gruffudd,4.8,102 dalmatians,Color Kevin Lima Ioan Gruffudd Adventure Comedy Family dog parole parole officer prison puppy
Color,Brett Ratner,0,apartment fbi fraud heist manager,Action Comedy Crime,Matthew Broderick,6.2,tower heist,Color Brett Ratner Matthew Broderick Action Comedy Crime apartment fbi fraud heist manager
Color,Nancy Meyers,19000,book composer house love self esteem,Comedy Romance,Kate Winslet,6.9,the holiday,Color Nancy Meyers Kate Winslet Comedy Romance book composer house love self esteem
Color,Tony Scott,0,congressman lawyer nsa on the run surveillance,Action Crime Drama Mystery Thriller,Will Smith,7.3,enemy of the state,Color Tony Scott Will Smith Action Crime Drama Mystery Thriller congressman lawyer nsa on the run surveillance
Color,Nancy Meyers,0,affair divorce graduation vomiting watching television,Comedy Drama Romance,Meryl Streep,6.6,it's complicated,Color Nancy Meyers Meryl Streep Comedy Drama Romance affair divorce graduation vomiting watching television
Color,Steven Soderbergh,0,casino heist manmade earthquake revenge tunnel boring machine,Crime Thriller,Al Pacino,6.9,ocean's thirteen,Color Steven Soderbergh Al Pacino Crime Thriller casino heist manmade earthquake revenge tunnel boring machine
Color,Roger Allers,863,bear deer forest grizzly bear hunter,Adventure Animation Comedy Family,Jon Favreau,6.2,open season,Color Roger Allers Jon Favreau Adventure Animation Comedy Family bear deer forest grizzly bear hunter
Color,Neil Burger,49000,army brother sister relationship dystopia father son relationship narrated by character,Adventure Mystery Sci-Fi,Kate Winslet,6.7,divergent,Color Neil Burger Kate Winslet Adventure Mystery Sci-Fi army brother sister relationship dystopia father son relationship narrated by character
Color,Jean-Jacques Annaud,0,battle german russian sniper stalingrad,Drama History War,Bob Hoskins,7.6,enemy at the gates,Color Jean-Jacques Annaud Bob Hoskins Drama History War battle german russian sniper stalingrad
Color,Peter Berg,0,amazon bounty hunter fight hunter jungle,Action Adventure Comedy Thriller,Dwayne Johnson,6.7,the rundown,Color Peter Berg Dwayne Johnson Action Adventure Comedy Thriller amazon bounty hunter fight hunter jungle
Color,John McTiernan,0,action hero hero magic ticket video store,Action Adventure Comedy Fantasy,F. Murray Abraham,6.2,last action hero,Color John McTiernan F. Murray Abraham Action Adventure Comedy Fantasy action hero hero magic ticket video store
Color,Rob Marshall,0,coming of age geisha japan jealousy love,Drama Romance,Li Gong,7.3,memoirs of a geisha,Color Rob Marshall Li Gong Drama Romance coming of age geisha japan jealousy love
Color,Justin Lin,0,car challenge drift racing drifting tokyo japan,Action Crime Thriller,Amber Stevens West,6.0,the fast and the furious: tokyo drift,Color Justin Lin Amber Stevens West Action Crime Thriller car challenge drift racing drifting tokyo japan
Color,Sarah Smith,0,christmas christmas eve elf high tech resentment,Adventure Animation Comedy Family Fantasy,Jim Broadbent,7.1,arthur christmas,Color Sarah Smith Jim Broadbent Adventure Animation Comedy Family Fantasy christmas christmas eve elf high tech resentment
Color,Martin Brest,10000,birthday death death personified fear of death wealth,Drama Fantasy Romance,Anthony Hopkins,7.1,meet joe black,Color Martin Brest Anthony Hopkins Drama Fantasy Romance birthday death death personified fear of death wealth
Color,Andrew Davis,941,bare chested boy car explosion colombia explosion terrorism,Action Drama Thriller,Raymond Cruz,5.5,collateral damage,Color Andrew Davis Raymond Cruz Action Drama Thriller bare chested boy car explosion colombia explosion terrorism
Color,Bob Fosse,0,dancer editing stand up comedian surgery vomiting,Comedy Drama Music Musical,Roy Scheider,7.8,all that jazz,Color Bob Fosse Roy Scheider Comedy Drama Music Musical dancer editing stand up comedian surgery vomiting
Color,Tarsem Singh,18000,kingdom prince princess queen snow,Adventure Comedy Drama Family Fantasy,Julia Roberts,5.6,mirror mirror,Color Tarsem Singh Julia Roberts Adventure Comedy Drama Family Fantasy kingdom prince princess queen snow
Color,Edgar Wright,36000,band dating high school hipster rock band,Action Comedy Fantasy Romance,Anna Kendrick,7.5,scott pilgrim vs. the world,Color Edgar Wright Anna Kendrick Action Comedy Fantasy Romance band dating high school hipster rock band
Color,Jon Amiel,0,core earth natural disaster pacemaker scientist,Action Adventure Sci-Fi Thriller,Glenn Morshower,5.4,the core,Color Jon Amiel Glenn Morshower Action Adventure Sci-Fi Thriller core earth natural disaster pacemaker scientist
Color,Peter Segal,374,alter ego marriage professor scientist serum,Comedy Romance Sci-Fi,Larry Miller,4.3,nutty professor ii: the klumps,Color Peter Segal Larry Miller Comedy Romance Sci-Fi alter ego marriage professor scientist serum
Color,Raja Gosnell,0,amusement park island motorcycle scooby doo tough girl,Adventure Comedy Mystery,Sarah Michelle Gellar,4.9,scooby-doo,Color Raja Gosnell Sarah Michelle Gellar Adventure Comedy Mystery amusement park island motorcycle scooby doo tough girl
Color,Pete Travis,46000,brutality dark humor female antagonist female warrior post apocalypse,Action Sci-Fi,Wood Harris,7.1,dredd,Color Pete Travis Wood Harris Action Sci-Fi brutality dark humor female antagonist female warrior post apocalypse
Color,Frank Coraci,7000,architect frozen time obese man remote control stopped time,Comedy Drama Fantasy Romance,Adam Sandler,6.4,click,Color Frank Coraci Adam Sandler Comedy Drama Fantasy Romance architect frozen time obese man remote control stopped time
Color,George A. Romero,0,anthology child abuse critically acclaimed death grindhouse,Comedy Fantasy Horror,Ted Danson,6.9,creepshow,Color George A. Romero Ted Danson Comedy Fantasy Horror anthology child abuse critically acclaimed death grindhouse
Color,Brad Peyton,0,cartoon on tv cat dog kitty special agent,Action Comedy Family Fantasy,Jack McBrayer,4.3,cats & dogs: the revenge of kitty galore,Color Brad Peyton Jack McBrayer Action Comedy Family Fantasy cartoon on tv cat dog kitty special agent
Color,Doug Liman,0,bank based on novel ice teleportation vault,Action Adventure Sci-Fi Thriller,Kristen Stewart,6.1,jumper,Color Doug Liman Kristen Stewart Action Adventure Sci-Fi Thriller bank based on novel ice teleportation vault
Color,Guillermo del Toro,3000,creature elf prince rebellion superhero,Action Adventure Fantasy Horror Sci-Fi,Seth MacFarlane,7.0,hellboy ii: the golden army,Color Guillermo del Toro Seth MacFarlane Action Adventure Fantasy Horror Sci-Fi creature elf prince rebellion superhero
Color,David Fincher,12000,cartoonist reporter serial killer zodiac zodiac killer,Crime Drama History Mystery Thriller,Robert Downey Jr.,7.7,zodiac,Color David Fincher Robert Downey Jr. Crime Drama History Mystery Thriller cartoonist reporter serial killer zodiac zodiac killer
Color,Roger Spottiswoode,0,clone cloning future laser gun murder,Action Mystery Sci-Fi Thriller,Robert Duvall,5.9,the 6th day,Color Roger Spottiswoode Robert Duvall Action Mystery Sci-Fi Thriller clone cloning future laser gun murder
Color,Tom Shadyac,0,answer to prayer breast expansion pleading with god supernatural power walking on water,Comedy Drama,Morgan Freeman,6.7,bruce almighty,Color Tom Shadyac Morgan Freeman Comedy Drama answer to prayer breast expansion pleading with god supernatural power walking on water
Color,Sylvester Stallone,57000,action hero assassination attempt explosion machine gun rescue mission,Action Adventure Thriller,Jason Statham,6.5,the expendables,Color Sylvester Stallone Jason Statham Action Adventure Thriller action hero assassination attempt explosion machine gun rescue mission
Color,Brian De Palma,0,disguise mission spy stealing traitor,Action Adventure Thriller,Tom Cruise,7.1,mission: impossible,Color Brian De Palma Tom Cruise Action Adventure Thriller disguise mission spy stealing traitor
Color,Gary Ross,140000,fight to the death game massacre self survival suicide attempt,Adventure Drama Sci-Fi Thriller,Jennifer Lawrence,7.3,the hunger games,Color Gary Ross Jennifer Lawrence Adventure Drama Sci-Fi Thriller fight to the death game massacre self survival suicide attempt
Color,Todd Phillips,56000,hotel male frontal nudity pubic hair thailand wedding,Comedy,Bradley Cooper,6.5,the hangover part ii,Color Todd Phillips Bradley Cooper Comedy hotel male frontal nudity pubic hair thailand wedding
Color,Tim Burton,0,box office hit dc comics gotham mayor penguin,Action,Michael Gough,7.0,batman returns,Color Tim Burton Michael Gough Action box office hit dc comics gotham mayor penguin
Color,Tim Johnson,0,bear food forest raccoon turtle,Adventure Animation Comedy Family,Bruce Willis,6.8,over the hedge,Color Tim Johnson Bruce Willis Adventure Animation Comedy Family bear food forest raccoon turtle
Color,Dean DeBlois,0,alien escape fugitive hawaii social worker,Adventure Animation Comedy Drama Family Fantasy Sci-Fi,Tia Carrere,7.2,lilo & stitch,Color Dean DeBlois Tia Carrere Adventure Animation Comedy Drama Family Fantasy Sci-Fi alien escape fugitive hawaii social worker
Color,Gary Winick,0,barn pig piglet spider uncle,Comedy Family Fantasy,Steve Buscemi,6.4,charlotte's web,Color Gary Winick Steve Buscemi Comedy Family Fantasy barn pig piglet spider uncle
Color,Mimi Leder,0,astronomer comet mission president secretary,Action Drama Romance Sci-Fi Thriller,Morgan Freeman,6.1,deep impact,Color Mimi Leder Morgan Freeman Action Drama Romance Sci-Fi Thriller astronomer comet mission president secretary
Color,Dean Parisot,22000,cia cia agent rescue russian team,Action Comedy Crime Thriller,Bruce Willis,6.7,red 2,Color Dean Parisot Bruce Willis Action Comedy Crime Thriller cia cia agent rescue russian team
Color,Peter Segal,0,coach convict football prison warden,Comedy Crime Sport,Adam Sandler,6.4,the longest yard,Color Peter Segal Adam Sandler Comedy Crime Sport coach convict football prison warden
Color,Mike Mitchell,0,chipmunk cruise ship football ball overboard tennis ball,Adventure Animation Comedy Family Fantasy Music,Amy Poehler,4.4,alvin and the chipmunks: chipwrecked,Color Mike Mitchell Amy Poehler Adventure Animation Comedy Family Fantasy Music chipmunk cruise ship football ball overboard tennis ball
Color,Dennis Dugan,14000,belching number in title party reference to nicki minaj sneezing,Comedy,Steve Buscemi,5.4,grown ups 2,Color Dennis Dugan Steve Buscemi Comedy belching number in title party reference to nicki minaj sneezing
Color,Peter Segal,0,airplane misunderstanding obese woman overweight woman spy,Action Adventure Comedy,Bill Murray,6.5,get smart,Color Peter Segal Bill Murray Action Adventure Comedy airplane misunderstanding obese woman overweight woman spy
Color,Nancy Meyers,0,beach dating doctor heart attack weekend,Comedy Drama Romance,Keanu Reeves,6.7,something's gotta give,Color Nancy Meyers Keanu Reeves Comedy Drama Romance beach dating doctor heart attack weekend
Color,Martin Scorsese,53000,female prisoner plot twist self delusion surprise ending year 1954,Mystery Thriller,Leonardo DiCaprio,8.1,shutter island,Color Martin Scorsese Leonardo DiCaprio Mystery Thriller female prisoner plot twist self delusion surprise ending year 1954
Color,Seth Gordon,0,airport christmas news broadcast tv broadcast tv news,Comedy Drama Romance,Jon Favreau,5.6,four christmases,Color Seth Gordon Jon Favreau Comedy Drama Romance airport christmas news broadcast tv broadcast tv news
Color,Chris Wedge,0,actor voicing multiple characters box office hit coffee plate robot,Adventure Animation Comedy Family Sci-Fi,Jim Broadbent,6.3,robots,Color Chris Wedge Jim Broadbent Adventure Animation Comedy Family Sci-Fi actor voicing multiple characters box office hit coffee plate robot
Color,John Woo,11000,death of child face face transplant prison terrorist,Action Crime Sci-Fi Thriller,Nicolas Cage,7.3,face/off,Color John Woo Nicolas Cage Action Crime Sci-Fi Thriller death of child face face transplant prison terrorist
Color,Adam Shankman,0,2000s bedtime story elephant handyman tween girl,Comedy Family Fantasy Romance,Adam Sandler,6.1,bedtime stories,Color Adam Shankman Adam Sandler Comedy Family Fantasy Romance 2000s bedtime story elephant handyman tween girl
